IDRSSD,RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD6164,RCFD6165,RCFDA590,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK192,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TEXT4087,
633640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10008,,0,0,0,0,0,2281,1,0,,,1,0,0,0,0,0,10008,0,0,0,0,10008,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.hendrickscountybank.com,
634544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2748,4300,50,0,7300,,1760,0,636,0,352,338,0,0,,,0,4300,3000,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bank21.com,
634955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,0,0,1033,0,0,,0,0,0,0,0,9892,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,74,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.mybankfnb.com,
635840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6690,0,9984,5527,975,9984,,0,0,0,0,0,132,0,975,,,0,9984,0,0,0,0,0,0,0,0,0,0,,,0,188,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.legencebank.com,
635907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,42153,0,2,161694,,0,0,0,0,0,3837,1,2,,,0,42153,57814,60462,1265,100000,0,0,0,0,0,0,,,18006,0,,,,,,4,303,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.pentucketbank.com,
636276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1124,9900,0,0,27400,,1124,0,0,0,0,2556,2,0,,,0,9900,0,17500,0,7500,0,0,0,0,0,0,,,0,0,,,,1,true,0,0,0,0,0,0,,,,,www.mutualwave.com,,,,,,,,,,,,,,,,www.msa.bank,
636753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,2159,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fnbdighton.com,
636771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74452,848,0,28300,44406,50000,,0,0,848,0,0,7609,3,44406,true,0,0,0,50000,0,0,0,0,0,0,0,0,0,true,false,,1746,0,,,,,2,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.independentbank.com,
637170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249,0,133000,0,3249,143000,,0,0,0,0,0,3166,1,3249,,,0,133000,2500,7500,0,0,0,0,0,0,0,0,,,0,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.americanfederalbank.com,
637451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319860,2973,0,260439,52902,52022,,0,0,957,0,2016,2071,2,52902,true,0,3460,0,0,0,0,0,3460,17227,9173,22162,0,0,true,true,51,6519,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.plainscapital.com,
637554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,578,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.firstbank.net,
638131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6000,,0,0,0,0,0,4803,3,0,,,6000,0,0,0,0,0,6000,0,0,0,0,6000,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankofdickson.com,
638355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,0,0,0,0,,90,0,0,0,0,991,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankdesoto.com,
638850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,900,1,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fidelitybankdc.com,
639549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148,0,3500,2987,161,21440,,0,0,0,0,0,2317,2,161,,,0,3500,7404,6075,4461,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstcentralsb.bank,
639567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11106,0,0,11106,0,0,,0,0,0,0,0,17,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,WWW.CREDITONEBANK.COM/CD,,WWW.DEPOSITS.CREDITONEBANK.COM,,,,,,,,,,,,,,WWW.CREDITONEBANK.COM,
639633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,0,0,0,24000,,0,0,31,0,0,273,0,0,,,24000,0,0,0,0,0,24000,0,0,0,0,24000,,,0,0,,,,,,1,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.citizensbankweston.com,
639857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,927,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.pbdl.net,
640143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,1095,6500,3164,128,6600,,0,0,0,0,1095,415,0,128,,,100,6500,0,0,0,0,100,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.federatedbank.com,
640246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327,23,20000,5327,0,150000,,0,0,23,0,0,19733,2,0,true,0,0,20000,0,0,130000,130000,0,0,0,0,0,0,true,true,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fnbcommunitybank.com,
640442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7888,,0,0,0,0,0,2064,2,0,,,0,0,3138,4750,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firsttrustsavings.com,
640956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0,0,298,0,5500,,0,0,0,0,0,4035,1,0,,,5500,0,0,0,0,0,5500,0,0,0,0,5500,,,9,27,,,,,,0,0,0,0,0,0,,,,,www.bankfbt.com,,www.bankfbt.bank,,www.myperrybank.com,,www.bankfbt.biz,,www.bankfbt.net,,www.bankfbt.org,,www.bankfbt.us,www.heybank.com,www.heybank.org,www.heybank.net,www.fbt.bank,
641449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,494,,0,0,0,0,0,1200,1,0,,,0,5,0,0,489,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,cnboflebanon.com,
641579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10400,0,0,32900,,0,0,0,0,0,612,0,0,,,22500,10400,0,0,0,0,22500,0,0,0,0,22500,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.clackamascountybank.com,
642437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,75,4000,652,0,16000,,75,0,0,0,0,41,0,0,true,0,0,4000,12000,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bkforest.com,
643078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5136,21250,0,0,25250,,3999,0,327,810,0,11751,2,0,,,0,21250,4000,0,0,0,0,0,0,0,0,0,,,0,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.easternsavingsbank.com,
643274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6600,0,0,15200,,0,0,0,0,0,1225,3,0,,,0,6600,5600,3000,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.psb1922.com,
643340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,0,0,283,342,50000,,0,0,0,0,0,5755,3,342,true,0,50000,0,0,0,0,0,50000,0,0,0,0,50000,false,false,0,50,0,,,,,1,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.emb.bank,
643658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,508,,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,508,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.ppnb.com,
644057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,610,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fsbpondcreek.com,
644141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,210,0,0,0,0,,210,0,0,0,0,296,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.kcsbank.com,
644646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,665,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.mylibertytrust.com,
644776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6500,0,0,22825,,0,0,0,0,0,693,1,0,false,0,0,6500,9825,6500,0,0,0,0,0,0,0,0,true,false,0,0,0,,,,,0,0,0,0,0,0,,,,,www.ursbank.com,,,,,,,,,,,,,,,,ursb.bank,
644842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,10000,0,0,10124,,0,0,3,0,280,7217,4,0,,,0,10000,0,0,124,0,0,0,0,0,0,0,,,,0,,,,,,1,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.mfbanknet.com,
644954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
644963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fnbquitaque.com,
645157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,5000,40,0,5000,,0,0,0,0,0,1059,0,0,false,0,0,5000,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.banknw.com,
645317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,135,0,16408,1584,0,,0,0,0,0,135,22812,4,1584,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,2108,0,,,,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,adirondacktrust.com,
645465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7386,21291,10000,2576,0,37484,,21279,0,12,0,0,59796,14,0,false,0,0,10000,10000,0,0,0,0,17484,0,0,0,17484,true,false,,4810,0,,,,,13,558,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.vistabank.com,
645540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,0,0,0,0,,0,0,0,0,383,139,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,https://onlinebanking.earlhambank.com,,https://www.originatewebcenter.com/uopen/originate/showWelcome.do;jsessionid=3355CB0060C840054E6D7F9C45A63BAC,,,,,,,,,,,,,,www.earlhambank.com,
645577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,5300,0,0,5300,,74,0,0,0,0,7416,3,0,,,0,5300,0,0,0,0,0,0,0,0,0,0,,,,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.greenevillefederalbank.com,
645625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128103,1220,1425000,1096761,0,1543561,,0,0,128,0,1092,4611,2,0,true,858233,61,1425000,50000,0,0,0,61,2716,3821,61963,0,68561,true,false,2531,31342,0,,,,,21,557,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.wesbanco.com,
646042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1100,0,0,1100,,0,0,0,0,0,355,0,0,,,0,1100,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ftnsbank.net,
646145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,0,0,0,0,,107,0,0,0,0,848,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.caseybank.com,
646172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,0,0,108,0,,0,0,0,0,0,777,0,108,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstpiedmont.com,
646444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2006,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstbankillinois.com,
646471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,14,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
646556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332,0,5000,2752,0,5000,,0,0,0,0,0,1020,1,0,,,0,5000,0,0,0,0,0,0,0,0,0,0,,,50,1580,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.connections.bank,
646743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456,304,20742,4170,1174,56742,,0,0,0,0,304,18697,3,2123,,,0,20742,16500,17500,2000,0,0,0,0,0,0,0,,,144,112,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.csbiowa.com,
646873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,11000,0,430,46635,,0,0,0,0,0,1026,1,710,,,0,11588,23407,10920,720,0,0,0,0,0,0,0,,,,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ncfsb.com,
647218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,8024,0,15,8024,,0,0,0,0,0,2510,2,301,,,0,8024,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,2,110,0,0,0,0,,,,,,CVNB,,,,,,,,,,,,,,,www.cvnb.com,
647245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19180,0,0,36300,,0,0,0,0,0,1193,1,0,true,0,0,19180,7620,9500,0,0,0,0,0,0,0,0,true,true,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.hardincsb.com,
647414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,89,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.savannahbankny.com,
647759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7137,,0,0,0,0,0,826,0,0,,,6118,0,1009,0,10,0,6118,0,0,0,0,6118,,,0,0,,,,,,1,1,0,0,0,0,,,,,www.fsb1908.com,,,,,,,,,,,,,,,,www.fsb1908.bank,
647777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,1000,0,75,1000,,0,0,0,0,0,1791,0,75,false,0,0,1000,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,WWW.CITIZENSFEDERALSL.COM,
647955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0,0,960,0,2000,,0,0,0,0,0,2772,2,0,,,0,0,0,2000,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,www.fsb-hln.com,,www.firstsecurityhelena.com,,,,,,,,,,,,,,www.ascentbank.com,
648130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,125000,,0,0,0,0,0,3743,2,0,true,0,75000,0,15000,35000,0,0,75000,0,0,0,0,75000,true,true,4087,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.grovebankandtrust.com,
648242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006,1250,410000,0,4006,510000,,0,0,0,0,1250,48321,9,4006,true,0,100000,410000,0,0,0,0,100000,0,0,0,0,100000,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.1776bank.com,
648251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,133,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.mcclainbank.com,
648345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,0,0,0,1000,,0,0,128,0,0,1451,1,0,false,0,0,0,0,1000,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.sidneybank.com,
648550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,551,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankingfnb.com,
649342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337,215,62000,3941,0,73000,,0,0,215,0,0,1000,1,0,,,8000,62000,3000,0,0,0,8000,0,0,0,0,8000,,,,1396,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.iowatrustbank.com,
649632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,0,0,0,0,5000,,0,0,0,0,0,1061,0,0,false,0,5000,0,0,0,0,0,5000,0,0,0,0,5000,true,false,,725,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.rochellestatebank.com,
651121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,46,0,591,0,0,,0,0,46,0,0,1057,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.lumbeeguarantybank.com,
651149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1972,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.statebankspencer.com,
651158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165,0,0,2165,0,0,,0,0,0,0,0,226,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.northeastmissouristatebank.com,
651354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8000,,0,0,0,0,0,1143,2,0,,,8000,0,0,0,0,0,8000,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,kawvalleystatebank.com,
651448,0,0,0,0,0,0,,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,false,false,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
651541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9183,0,0,21245,,0,0,0,0,0,2430,2,0,,,0,9183,6150,4237,1675,21245,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.myiowastatebank.com,
651859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21820,75,126000,14697,7123,340700,,0,0,75,0,0,2401,1,14596,true,0,0,126000,97700,91000,26000,0,0,0,0,0,0,0,true,false,10,0,0,,,,,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.stockmanbank.com,
651952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5000,0,0,10000,,0,0,0,0,0,869,0,0,,,0,5000,5000,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fnbeaglelake.bank,
652043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13538,397,5999,12844,673,20134,,0,0,333,0,64,946,0,673,,,0,5999,249,11575,2311,0,0,0,0,0,0,0,,,156,21,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.freedombnk.com,
652070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0,0,0,608,0,,0,0,0,0,0,0,0,608,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.highlandfederal.com,
652874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236695,1899,247000,750,235945,2155467,,0,0,1899,0,0,120864,4,235945,false,0,58467,247000,0,0,1850000,1850000,58467,0,0,0,0,58467,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,www.nexbankpersonal.com,,www.collegesavings.com,,www.collegechoicecd.com,,,,,,,,,,,,www.nexbank.com,
652959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,900,0,0,900,,0,0,52,0,0,201,1,0,,,0,900,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
653134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,0,0,0,0,,70,0,0,0,0,915,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,www.fmbanking.net,FM BANK,www.fmbanking.org,,www.fmbanking.us,,,,,,,,,,,,http://www.fmbanking.com,
653433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,0,0,0,0,,0,0,45,0,0,1224,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fsbwil.com,
653611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,31125,0,221,74125,,0,0,0,0,0,2607,2,221,,,0,31125,43000,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,www.jbt.bank,,www.bankjbt.com,,,,,,,,,,,,,,www.jbt.bank,
653778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7500,0,0,19500,,0,0,0,0,0,321,0,0,,,0,7500,5000,7000,0,0,0,0,0,0,0,0,,,1,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankhbl.com,
653947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,31,0,0,0,5000,,0,31,0,0,0,887,1,0,,,5000,0,0,0,0,0,5000,0,0,0,0,5000,,,0,1100,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.hsbankiowa.com,
654047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fsbdecatur.com,
654300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,18000,0,114,28250,,0,0,0,0,0,789,1,445,false,0,0,18000,6500,3750,0,0,0,0,0,0,0,0,true,false,0,0,0,,,,,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.washingtonsavings.com,
654579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,3500,0,0,10000,true,0,0,126,0,0,1379,1,0,,,0,3500,6500,0,0,0,0,0,0,0,0,0,true,,0,0,,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.peoplesmonticello.com,
655530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1794,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,anchorstatebank.com,
655839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,10000,0,0,20000,,0,85,0,0,0,3486,2,0,,,10000,10000,0,0,0,0,10000,0,0,0,0,10000,,,,0,,,,,,0,0,0,0,0,0,,,,,N/A,N/A,,,,,,,,,,,,,,,www.bankccb.com,
656032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0,600,0,608,18522,,0,0,0,0,0,1033,1,608,,,17922,600,0,0,0,0,17922,0,0,0,0,17922,,,2,0,,,,,,1,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fnbamboy.com,
656377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452255,4209,1497509,412213,0,3934515,,0,0,0,0,4209,98657,4,0,false,0,1444413,1497509,192425,0,800168,0,1444413,0,0,0,0,1444413,false,false,,40042,0,,,,,12,659,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.wafdbank.com,
656470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7052,0,0,1118,5235,190000,,0,0,0,0,0,112140,4,5235,,,190000,0,0,0,0,0,190000,0,0,0,42000,190000,,,,699,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.sbsu.com,
