"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
760939	0	0	0	0	0	0	15	0				0	32	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	14	20	1	
760957	0	0	0	0	0	0	1	0				0	14	14		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
761244	0	0	0	0	0	0	37	6				0	237	181		3				0		0	0	0	0	0			0	0	7	0	0	0			0	5	0	15	0	0	0	0				36	4	17	0	
761459	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
761543	0	0	0	0	0	0	2	1				1	7	0		7				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
761806	0	0	6890	0	0	0	3948	765		0		0	74565	52647		0		0	0	0	0	0	0	0	312	361			0	0	472	1748	86	35			0	0	0	14	1710	148	10549	0	0	0		0	0	2336	440	
761833	0	0	0	0	0	0	1	0				0	892	892		0							0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
761851	0	0	0	0	0	0	97	8				86	860	0		50				50		86	0	0	0	0			0	0	1	0	1	0			0	0	0	0	800	1	0	0				9	1	0	0	
761954	0	0	0	0	0	0	3	0				3	40	0		37				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
762045	0	0	0	0	0	0	0	0				0	26	0		2							0	0	0	0			0	0	0	0	12	0			9	0	0	0	0	0	0	0				0	0	3	0	
762447	0	0	0	2	0	0	715	108		0		0	1804	642		262		0	0	262	0	0	0	0	0	0			0	0	62	87	10	91			0	0	0	0	0	164	0	0	0	0		145	31	654	261	
762474	0	0	0	0	0	0	495	0				31	3535	2753		121				0		0	0	0	17	2			40	2	0	20	0	3			0	0	0	0	0	338	0	0				466	89	135	13	
762773	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
763211	0	0	0	0	0	0	15	13				0	24	15		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	2	
763677	0	0	0	8	0	0	71	15				0	157	82		0				0		0	0	0	0	1			16	5	21	0	0	0			0	0	0	0	0	0	0	12				36	5	23	4	
763930	0	0	0	0	0	0	38	25				0	264	4		117				117		0	0	0	0	0			0	6	0	0	0	0			0	0	0	0	0	0	107	0				20	1	16	6	
764030	0	0	0	0	2157	1652	13549	10389		0		10	35302	30459		26		0	0	26	0	7	0	0	15	39			0	0	41	7	7	4			0	9	0	40	513	49	0	545	0	0		129	368	1992	400	
764058	0	0	0	0	0	0	5	3				0	47	30		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	17	2	
764067	0	0	0	0	0	0	5	0				0	147	51		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				39	1	57	4	
764142	0	29	0	0	0	0	33	1				1	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
764151	0	0	0	0	0	0	3	1				0	26	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	0	1	2	
764816	0	0	0	0	0	0	55	1				4	182	47		12							0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				85	26	37	23	
765318	0	0	0	0	0	0	27	0				16	97	6		37							0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	44	11	
765354	0	0	0	0	0	0	6	0				0	2	0		0							0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	3				0	0	2	0	
765505	0	0	0	0	0	0	91	3		0		40	98	23		64		0	0	0	0	0	0	0	0	0			0	0	42	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	6	
765662	0	0	0	0	0	0	2	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
765877	0	0	0	0	0	0	21	0				0	26	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	21	0	0				12	0	14	0	
766052	0	0	0	0	0	0	0	0				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	0	0	0	
766164	0	0	0	0	0	0	755	706		0		41	5360	5111		216		0	0	42	0	0	0	0	14	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0	0	0		1	2	18	3	
767152	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
767246	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
767255	0	0	0	0	0	0	5	0				0	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	5	
767554	0	0	0	0	0	0	12	3				6	54	20		11							0	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				0	0	18	3	
767572	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
767611	0	0	0	0	0	0	11	0				0	26	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	26	10	
767732	0	0	0	0	0	0	44	12				0	52	2		7				7		0	0	0	0	3			0	0	3	4	0	0			0	0	0	0	0	0	0	0				2	22	41	0	
767974	0	0	0	0	0	0	30	12				0	2123	1873		0				0		0	0	0	0	3			0	0	15	0	0	0			0	0	0	0	0	0	0	0				0	0	250	0	
768074	0	0	0	0	0	0	0	0				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	0	0	
768458	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
768476	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
768953	0	0	0	0	0	0	5	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	5	
769156	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	0	0	
769334	0	0	0	0	0	0	0	0				0	57	57		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
770451	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
770545	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
770639	0	0	0	0	0	0	162	1				0	262	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	259	161	0	0				0	0	0	0	
770657	0	0	0	0	0	0	342	174				3	79	7		0				0		3	0	0	0	0			0	0	42	0	0	0			0	0	0	0	0	74	0	19				0	5	72	25	
770853	0	0	0	0	0	0	41	0				4	72	0		17				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				55	37	0	0	
771047	0	0	0	0	0	0	26	26				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
771140	0	0	0	0	0	0	63	24		0		0	366	228		0		0	0	0	0	0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	138	30	
771458	0	0	0	0	0	0	46	19				0	281	235		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	46	25	
771609	0	0	0	0	0	0	39	0				0	238	0		0				0		0	0	0	0	0			20	0	4	4	0	0			0	0	0	0	0	0	0	30				0	0	218	1	
771748	0	0	0	0	0	0	0	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
771878	0	0	0	0	0	0	61	0				0	15	0		0				0		0	0	0	0	20			0	0	34	1	0	0			0	0	0	5	0	0	0	0				0	0	15	1	
772008	0	0	0	0	0	0	29	3				0	111	50		0				0		0	0	0	0	0			13	0	4	0	0	0			0	0	0	0	0	0	0	11				0	0	48	11	
772446	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
772754	0	0	0	0	0	0	4	4				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
773032	0	0	0	0	0	0	17	0				0	25	0		0							0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	0	0				3	4	22	4	
773171	0	0	0	0	0	0	8	0				0	35	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	8	8	0	
773247	0	0	0	153	3749	245	2973	269		0		88	10292	5378		366		0	0	0	0	0	0	0	15	26			0	0	41	1	11	9			0	0	0	1	0	0	696	2087	0	0		15	11	53	51	
773443	0	0	0	0	0	0	0	0		0		0	95	89		0		0	0	0	0	0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0	0	0		0	0	3	0	
773470	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
773742	0	0	0	0	0	0	44	9				0	33	0		0				0		0	0	9	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	29				0	0	33	5	
774132	0	0	0	0	0	0	39	1				34	403	0		83				0		0	0	0	0	0			0	0	0	0	0	0			0	0	314	0	0	3	0	0				0	0	6	1	
774235	0	0	0	0	0	0	47	0				0	54	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	38				48	9	6	0	
774253	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
774347	0	0	0	0	0	0	14	0				7	113	2		89				89		7	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				2	0	20	5	
775054	0	0	0	0	0	0	5	0				1	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	7	3	
775241	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
775456	0	0	0	0	0	0	39	6				28	158	70		36				0		0	0	0	0	0			5	0	0	0	0	0			0	0	0	0	9	0	0	0				0	5	38	0	
775773	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
776369	0	0	0	0	0	0	7	6				0	13	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	4	0				0	0	9	1	
776547	0	0	0	0	0	0	3	0		0		0	17	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		15	0	2	3	
777254	0	0	0	0	0	0	12	12				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
777366	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
777441	0	0	0	0	0	0	1	1				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	1	0	
777870	0	0	0	0	0	0	0	0				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	17	0	
778738	0	0	0	0	0	0	649	85				0	1027	481		0				0		0	0	0	0	0			10	1	4	2	43	163			0	0	0	0	0	26	0	470				254	46	76	15	
779016	0	0	0	0	0	0	3	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	3	0	0	
779351	0	0	0	0	23	0	272	177		0		0	867	486		0		0	0	0	0	0	0	0	40	2			181	51	0	0	0	0			82	0	0	0	0	0	0	0	0	0		4	1	51	41	
779360	0	0	0	0	0	0	8	0				8	7	0		7				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
779641	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
779650	0	0	0	0	0	0	7	0				5	14	0		14				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
779968	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
780049	0	0	0	0	0	0	18	11				0	189	54		0				0		0	0	0	0	0			0	0	0	0	51	0			0	0	0	0	0	0	0	0				20	5	64	2	
780218	0	0	0	0	0	0	2	0				0	2	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
780263	0	0	0	0	0	0	24	0				0	34	13		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	21	24	
780722	0	0	0	0	0	0	112	16		0		0	66	0		0		0	0	0	0	0	0	0	0	52			0	0	39	0	24	0			0	0	0	0	0	0	0	0	0	0		0	0	42	5	
780955	0	0	0	0	0	0	32	0				1	78	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				29	31	49	0	
782016	0	0	0	0	0	0	3	0				0	2	0		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
782306	0	0	0	0	77	0	670	655		0		0	12844	8601		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	4160	0	0	0		0	11	6	4	
782548	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
783161	0	0	0	0	0	0	49	47				0	571	557		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	14	1	
783246	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
783349	0	0	0	0	0	0	6	0				0	19	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	15	6	
783648	0	0	0	0	0	0	318	117		0		0	829	184		0		0	0	0	0	0	0	0	9	6			80	5	124	55	19	187			0	0	0	0	4	0	0	0	0	0		14	0	332	11	
783844	0	0	0	0	0	0	6	0		0		4	21	0		21		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
783910	0	0	0	0	0	0	2	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	2	1				0	0	0	1	
784159	0	0	0	0	0	0	204	63				0	292	42		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				112	46	138	93	
784430	0	0	0	0	0	0	0	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
785147	0	0	0	0	0	0	136	0				0	409	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	1	0	1	0	0				0	0	409	133	
785473	0	0	0	0	0	0	133	16		0		0	348	47		32		0	0	0	0	0	0	0	28	0			0	0	64	2	6	0			0	0	0	0	37	1	0	0	0	0		0	0	198	50	
785857	0	0	0	0	0	0	146	19				0	150	41		0				0		0	0	0	0	0			0	0	16	0	0	0			0	0	7	0	0	0	0	0				8	21	94	90	
785923	0	0	0	0	0	0	101	0				42	165	0		122				0		0	0	0	0	0			0	0	0	9	0	0			0	0	0	0	0	0	0	0				0	41	43	9	
785950	0	0	0	0	0	0	5	0				2	44	0		4				0		0	0	0	0	0			0	0	2	0	0	0			40	0	0	0	0	0	0	0				0	1	0	0	
786210	0	1	0	0	0	0	47	1				36	297	65		165				0		0	0	0	0	0			0	0	0	0	0	0			64	0	0	0	0	0	0	0				0	1	3	8	
786256	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
786555	0	0	0	0	0	0	2	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
786612	0	0	0	0	0	0	50	0		0		0	112	59		0		0	0	0	0	0	0	0	0	0			0	0	28	0	33	0			0	0	0	0	0	0	0	0	0	0		0	0	20	22	
786733	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
786948	0	0	0	0	0	0	22	15				0	97	57		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				36	1	4	6	
787141	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
787459	0	13	0	0	0	0	317	11				16	3	0		0							0	0	0	2			0	0	3	6	0	0			0	0	0	11	3	207	0	44				0	0	0	4	
787842	0	0	0	0	0	0	10	3				2	94	12		77				77		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	5	2	0	
788559	9	9	0	0	0	0	12	0				1	69	57		3				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
788652	0	0	0	0	0	0	0	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	0	
788773	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	3			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
789051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
790150	0	0	0	0	0	0	8	7				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	1	4	0	
790271	0	0	0	0	0	0	19	8				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	11	0	0	0	0	0	0				0	0	0	0	
790543	0	0	0	0	0	0	13	12		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	1	0	0	0	0	0	0	0	0		0	0	0	0	
790703	0	0	0	0	0	0	23	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	17	0	0				0	0	0	6	
790918	0	0	0	0	0	0	21	1				0	33	0		0				0		0	0	0	0	0			0	0	19	0	0	0			0	0	0	0	0	0	0	0				0	0	33	1	
791072	0	0	0	0	0	0	9	4				0	1005	997		0				0		0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	4	5	1	
791353	0	0	0	0	0	0	14	11				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0				0	0	0	1	
791821	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
791942	0	0	0	0	0	0	45	45				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
792453	0	0	0	0	0	0	15	0				0	0	0		0				0		0	0	0	0	0			0	0	15	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
792640	0	0	0	0	0	0	41	31				0	249	228		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	7	5	3	
792659	0	1	0	0	0	0	17	0				0	8	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	12	0	4	
794149	0	0	0	0	0	0	33	6		0		24	60	0		41		0	0	0	0	0	0	0	0	0			0	0	0	0	19	0			0	0	0	0	0	0	0	0	0	0		0	1	0	2	
794345	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
794475	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
794653	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
795249	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
795548	0	0	0	0	0	0	20	16				1	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	3	2	0	
795959	0	0	0	0	0	0	22	15				5	108	83		16							0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	0				0	0	8	1	
795968	0	0	0	0			2911		380	0	0	0	8585		0	0	1235	0	0	0	0	0	0	0	202	205	0	35	0	0	96	66	48	35		0	0	1	0	0	0	0	0	0	0	14	0	2142	1007	4923	1107	
796152	0	0	0	0	0	0	32	15				0	469	286		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				109	6	74	11	
796572	0	0	0	0	0	0	30	0				0	47	9		0				0		0	0	0	0	0			5	0	30	0	30	0			0	0	0	0	0	0	0	0				0	0	3	0	
796657	0	0	0	0	0	0	3	0				3	11	0		10							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
797140	0	0	0	0	0	0	3	0				3	39	0		15				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				20	0	4	0	
797775	0	0	0	0	0	0	8	0		0		8	33	0		33		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
798512	0	0	0	0	0	0	3	0				2	8	0		2							0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	5	1	
799359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
799751	0	0	0	0	0	0	1	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
799854	0	0	0	0	0	0	4	0				0	83	0		0							0	0	0	0			0	0	0	0	83	0			0	0	0	0	0	0	0	0				0	2	0	2	
799939	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
799948	0	0	0	0	0	0	35	5				2	405	0		363				363		2	0	0	0	0			4	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	38	27	
800134	0	0	0	0	0	0	53	0				0	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	53				0	0	16	0	
800442	0	0	0	0	0	0	11	0				3	44	0		44				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	4	0	0	
800479	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
800657	0	0	0	29	0	0	1621	1114		0		132	4719	3209		228		0	0	0	0	56	0	0	0	38			0	0	25	54	10	0			0	0	0	0	41	9	807	0	0	0		36	5	388	215	
800853	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
801047	0	0	0	0	0	0	12	0				0	19	0		0				0		0	0	0	0	0			18	9	0	3	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
801056	0	0	0	0	0	0	0	0				0	22	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	0	0	0	
801654	0	0	0	0	0	0	2	0				0	23	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	2	
803256	0	0	0	0	0	0	19	3				16	10	0		0				0		16	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	0	0	
803265	0	0	0	0	0	0	2	0				1	25	0		0				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	25	1	
803649	0	0	0	0	0	0	28	1				0	88	0		0				0		0	0	0	0	0			0	0	0	0	0	0			28	0	0	0	0	0	0	0				0	0	60	27	
