"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
	2ND GT $25K 25 PCT OTHR FV RCR LVL 2	2ND GT $25K 25 PCT OTHR FV RCR LVL 3	3RD GT $25K 25 PCT OTHR MEASURE FV R	3RD GT $25K 25 PCT OTHR RCR LESS AMT	3RD GT $25K 25 PCT OTHR FV RCR LVL 1	3RD GT $25K 25 PCT OTHR FV RCR LVL 2	3RD GT $25K 25 PCT OTHR FV RCR LVL 3	4TH GT $25K 25 PCT OTHR MEASURE FV R	4TH GT $25K 25% OTHR RCR LESS AMT FV	4TH GT $25K 25% OTHR FV RCR LVL 1 FV	4TH GT $25K 25 PCT OTHR FV RCR LVL 2	4TH GT $25K 25% OTHR FV RCR LVL 3 FV	OTHR $25K 25 PCT NON TRDING DRVT FV 	OTHR $25K 25 PCT NON TRDING DRVT LES	OTHR $25K 25PCT NON TRDING DRVT LVL 	OTHR $25K 25PCT NON TRDING DRVT LVL 	OTHR $25K 25PCT NON TRDING DRVT LVL 	1ST GT $25K 25 PCT OTHR LIAB FV	1ST GT $25K 25PCT OTHR LIAB LESS DTR	1ST GT $25K 25 PCT OTHR LIAB LVL 1 F	1ST GT $25K 25 PCT OTHR LIAB LVL 2 F	1ST GT $25K 25 PCT OTHR LIAB LVL 3 F	2ND GT $25K 25 PCT OTHR LIAB FV	2ND GT $25K OTHR LIAB LESS DTRM FV	2ND GT $25K 25 PCT OTHR LIAB LVL 1 F	2ND GT $25K 25 PCT OTHR LIAB LVL 2 F	2ND GT $25K 25 PCT OTHR LIAB LVL 3 F	3RD GT $25K 25% OTHR LIAB FV	3RD GT $25K 25PCT OTHR LIAB LESS DTR	3RD GT $25K 25% OTHR LIAB LVL 1 FV	3RD GT $25K 25 PCT OTHR LIAB LVL 2 F	3RD GT $25K 25 PCT OTHR LIAB LVL 3 F	4TH GT $25K 25 PCT OTHR LIAB FV	4TH GT $25K 25PCT OTHR LIAB LESS DTR	4TH GT $25K 25 PCT OTHR LIAB LVL 1 F	4TH GT $25K 25 PCT OTHR LIAB LVL 2 F	4TH GT $25K 25 PCT OTHR LIAB LVL 3 F	ALL OTHR ASSET LVL 3 FV MEASURE	ALL OTHR LIAB TOTAL FV RPT	ALL OTHR LIAB LESS AMT NET FV	ALL OTHR LIAB LVL 1 FV MEASURE	ALL OTHR LIAB LVL 2 FV MEASURE	ALL OTHR LIAB LVL 3 FV MEASURE	Loans measured at fair value, Loans 	Loans measured at fair value, Loans 	Loans measured at fair value, Loans 	Loans measured at fair value, Unpaid	Loans measured at fair value, Unpaid	Loans measured at fair value, Loans 	Available-for-sale debt securities a	1ST GT $25K 25 PCT OTHR MEASURE FV R	2ND GT $25K 25 PCT OTHR MEASURE FV R	3RD GT $25K 25 PCT OTHR MEASURE FV R	4TH GT $25K 25 PCT OTHR MEASURE FV R	1ST GT $25K 25 PCT OTHR LIAB FV	2ND GT $25K 25 PCT OTHR LIAB FV	3RD GT $25K 25% OTHR LIAB FV	4TH GT $25K 25 PCT OTHR LIAB FV	
623454																																																											
623548																																																											
623874																																																											
624246																																																											
624648																																																											
624778																																																											
624956																																																											
625056																																																											
625065																																																											
625159																																						0	0	0	0	0	0	0	0	0	0	0	0	429600									
625654																																						0	0	0	0	0	0	0	0	0	0	0	0	27402									
625757																																																											
625850																																																											
625953																																																											
626101																																						0	0	0	0	0	0	0	0	0	0	0	0	103278									
627108																																						0	0	0	0	0	0	0	0	0	0	0	0	213021									
627854																																																											
628039																																																											
628123																																																											
628356																																																											
628552																																																											
629148																																																											
629353																																																											
629522																																																											
629746																																																											
630041																																																											
630340																																																											
630555																																																											
630658																																																											
631039																																																											
631150																																																											
631178																																																											
631422																																						0	0	0	0	0	0	0	0	0	0	0	0	403152									
631570																																																											
632410																																						0	0	0	0	0	0	0	0	0	0	0	0	363459									
632607																																																											
632858																																						0	0	0	0	0	0	0	0	0	0	0	0	54251									
633378																																																											
633640																																																											
634544																																																											
634955																																																											
635840																																																											
635907																																																											
636276																																																											
636753																																																											
636771													19266			19266																						44406	19266	0	0	19266	0	15935	0	0	15836	0	0	592846									
637170																																																											
637451																																						52902	0	0	0	0	0	1136935	0	0	1118242	0	0	1412216									
637554																																																											
638131																																																											
638355																																																											
638850																																																											
639549																																																											
639567																																																											
639633																																																											
639857																																																											
640143																																																											
640246																																						0	0	0	0	0	0	0	0	0	0	0	0	179925									
640442																																																											
640956																																																											
641449																																																											
641579																																																											
642437																																																											
643078																																																											
643274																																																											
643340																																																											
643658																																																											
644057																																																											
644141																																																											
644646																																																											
644776																																																											
644842																																																											
644954																																																											
644963																																																											
645157																																																											
645317																																						0	0	0	0	0	0	0	0	0	0	0	0	407893									
645465																																						0	0	0	0	0	0	0	0	0	0	0	0	72260									
645540																																																											
645577																																																											
645625													81308			81308																						0	81308	0	0	81308	0	25433	0	0	25433	0	0	2104654									
646042																																																											
646145																																																											
646172																																																											
646444																																																											
646471																																																											
646556																																																											
646743																																																											
646873																																																											
647218																																																											
647245																																																											
647414																																																											
647759																																																											
647777																																																											
647955																																																											
648130																																						0	0	0	0	0	0	0	0	0	0	0	0	114238									
648242													2012			2012																						4006	2012	0	0	2012	0	0	0	0	0	0	0	181535									
648251																																																											
648345																																																											
648550																																																											
649342																																																											
649632																																																											
651121																																																											
651149																																																											
651158																																																											
651354																																																											
651448																																																											
651541																																																											
651859																																						0	0	0	0	0	0	0	0	0	0	0	0	1814044									
651952																																																											
652043																																																											
652070																																																											
652874													2136			2136																						0	4667	0	0	4667	0	120124	0	0	119069	0	0	4120620	Cash surrender value life insurance								
652959																																																											
653134																																																											
653433																																																											
653611																																																											
653778																																																											
653947																																																											
654047																																																											
654300																																																											
654579																																																											
655530																																																											
655839																																																											
656032																																																											
656377													61089			61089																						0	61089	0	0	61089	0	0	0	0	0	0	0	2428769	BORROWING HEDGES								
656470																																																											
656658																																																											
656779																																																											
657178																																																											
657271													20			20																						813	20	0	0	20	0	0	0	0	0	0	0	292445	Foreclosed Assets								
657365													2399			2399																						0	2399	0	0	2399	0	0	0	0	0	0	0	842136									
657459																																						0	0	0	0	0	0	0	0	0	0	0	0	296476	Cash Flow SWAPs								
657758																																																											
657954																																																											
658072																																																											
658474																																																											
658924																																																											
659341																																																											
659556																																																											
659640																																																											
659855													15512			15512																						0	15512	0	0	15512	0	3160	0	0	3160	0	0	5603120									
660066																																																											
660253																																																											
660271																																																											
660570																																																											
660655																																																											
660879																																																											
660927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
661072																																																											
661157																																																											
661223																																																											
661308																																						0	43	0	0	43	0	0	0	0	0	0	0	1694261									
661474																																																											
662350																																																											
662369																																																											
662949																																																											
663245													22931	3783		26713	1																					12	22931	3783	0	26713	1	6943	0	0	6731	0	0	2906256									
663638																																																											
663656																																																											
663834																																						0	0	0	0	0	0	0	9713	0	0	10806	0	552894									
663955																																																											
664176																																																											
664206													62			62																						0	62	0	0	62	0	0	0	0	0	0	0	440241									
664653																																																											
664756																																						0	0	0	0	0	0	0	0	0	0	0	0	318647									
665146																																																											
665258																																																											
665865																																																											
666059																																																											
666358																																																											
666554																																																											
666844																																																											
666974																																																											
667029																																																											
667252																																																											
667346																																																											
667524																																																											
667551																																																											
667757													844			844																						0	844	0	0	844	0	18291	0	0	17780	0	0	1160048									
668053																																																											
668147																																																											
669555																																																											
670430																																																											
670467																																																											
670560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
670654																																																											
670748																																																											
670878																																																											
671053																																																											
671147																																																											
671334																																						5100	0	0	0	0	0	0	0	0	0	0	0	425527	OREO								
671464													72473			72457	16																					0	72473	0	0	72457	16	0	0	0	0	0	0	1919090									
671558																																																											
672238																																																											
672247																																																											
672537																																																											
672573																																																											
673244																																																											
673440																																						0	0	0	0	0	0	0	0	0	0	0	0	2810028									
673477																																																											
673851																																																											
673909																																						0	0	0	0	0	0	0	0	0	0	0	0	102148									
674344																																																											
674849																																																											
675042																																																											
675051																																																											
675079																																																											
675248																																																											
675341																																																											
675659																																																											
675855																																																											
676049																																																											
676151																																																											
677176																																						0	0	0	0	0	0	0	0	0	0	0	0	395132									
677354																																						0	0	0	0	0	0	0	0	0	0	0	0	62474									
677448																																																											
677644																																																											
677756																																																											
677970																																																											
678052																																																											
678070																																																											
678258																																																											
678454																																																											
678557																																																											
678744																																																											
679451																																																											
680130																																																											
680457																																																											
680813													4772			4772																						0	4772	0	0	4772	0	0	0	0	0	0	0	1240543									
681043																																																											
681249																																																											
682143																																																											
682563																																						0	0	0	0	0	0	0	0	0	0	0	0	15154667									
682648																																																											
683449																																																											
683814																																																											
684455																																																											
685023																																																											
685649																																																											
685676																																																											
685779																																																											
686459																																																											
686570																																																											
686758																																																											
687054																																																											
687830																																																											
687951																																																											
688079																																																											
688257																																																											
688453																																																											
688556																																																											
689209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234144									
689357																																																											
689759																																																											
691042																																																											
691556																																																											
691743																																																											
691958																																																											
692450																																																											
692704																																																											
692946																																																											
693073																																																											
693224													10045			9985	60																					263	10045	0	0	9985	60	12906	0	0	12626	0	0	2552295									
693345																																						984	0	0	0	0	0	0	0	0	0	0	0	1205284	Bank Owned Life Insurance								
693952																																																											
694146																																																											
694771																																																											
694847																																																											
694904																																																							Customer Swap Liability				
695349																																																											
695947																																																											
696047																																																											
696168																																																											
696430																																																											
696645																																																											
697035																																																											
697147																																																											
697156																																																											
697231																																																											
697763																																						0	0	0	0	0	0	0	0	0	0	0	0	3699318									
697950																																																											
698144																																																											
698546																																																											
698649																																																											
699105																																																											
699253																																																											
700140																																																											
700252																																																											
700430																																																											
700458																																																											
701062																																						10260	4	0	0	4	0	0	0	0	0	0	0	676719	INTEREST RATE SWAP								
701222																																																											
701839																																																											
701857																																																											
702117													115664			115664																						0	115664	0	0	115664	0	0	0	0	0	0	0	1447647									
702359																																																											
702612																																																											
702836																																																											
702911																																																											
702966																																																											
703039																																																											
703552																																																											
703767																																						0	0	0	0	0	0	0	0	0	0	0	0	538055									
705378																																																											
705556																																																											
706030																																																											
706058																																																											
706236																																																											
706254																																																											
706450																																																											
706656																																																											
707354																																						0	0	0	0	0	0	0	0	0	0	0	0	597528									
708379																																																											
709143																																																											
709451																																																											
709554																																																											
709602																																						0	0	0	0	0	0	0	0	0	0	0	0	420390									
709639																																																											
709956																																																											
710176																																																											
710859																																																											
711472																																																											
711520																																																											
711548																																																											
711753																																																											
711801																																																											
712059																																																											
712648																																																											
712956																																																											
713252																																																											
713476																																																											
713926																																						0	0	0	0	0	0	0	0	0	0	0	0	352211	INTEREST RATE LOCK COMMITMENTS								
714165																																																											
714437																																																											
714839																																																											
714978																																																											
715032																																																											
715050																																																											
715144																																																											
715340																																																											
715470																																																											
715630																																																											
715872																																																											
715975																																																											
716374																																																											
716833																																						0	0	0	0	0	0	0	0	0	0	0	0	372413									
716851																																																											
716954																																																											
717232																																																											
717670																																																											
717737													299			299																						0	299	0	0	299	0	0	0	0	0	0	0	360489									
717924																																						0	0	0	0	0	0	0	0	0	0	0	0	1291256									
718145																																																											
718275																																																											
718538																																																											
719030																																																											
719610																																																											
719656																																																											
719964																																																											
720157																																																											
720344																																																											
720746																																																											
720858																																																											
721350																																																											
721752																																																											
721949																																																											
722227																																																											
722432																																																											
722544																																																											
722777																																																											
722816																																																											
723112																																																											
723158																																																											
723550																																																											
723653																																																											
723756																																																											
723868																																																											
724230																																																											
724744																																																											
724904																																																											
724940																																																											
725077																																																											
725732																																																											
725741																																																											
726458																																																											
726953																																																											
727174																																																											
728948																																																											
728957																																																											
729011																																																											
729057																																																											
729178																																																											
729310																																																											
729842																																																											
729945																																																											
731050																																																											
731247																																						0	0	0	0	0	0	9830	9071	0	13902	12202	0	788979									
731957																																																											
732178																																																											
732253																																																											
732637																																																											
732758																																																											
732918																																						0	0	0	0	0	0	0	0	0	0	0	0	154338									
732954																																																											
733054																																																											
733540																																																											
733559																																																											
733661																																																											
733755																																																											
733951																																																											
734248																																																											
734350																																																											
734538																																																											
734613																																																											
735049																																																											
735067																																																											
735414																																																											
735441																																																											
735973																																																											
736158																																																											
736206																																																											
736550																																																											
737548																																																											
738013																																																											
738040																																						0	0	0	0	0	0	168599	58169	54689	168599	58169	54689	469124									
738143																																																											
738255																																																											
738303																																						0	0	0	0	0	0	0	0	0	0	0	0	86420									
738657																																																											
738769																																																											
739346																																																											
739355																																																											
739560													1818			1818																						0	1818	0	0	1818	0	1230	6101	0	1231	6101	0	472191									
739832																																																											
740249																																																											
741068																																																											
741152																																																											
741330																																						0	0	0	0	0	0	0	0	0	0	0	0	183195									
741358																																																											
741648																																																											
741844																																																											
741956																																																											
741974																																																											
742056																																																											
742542																																																											
742944																																																											
743679																																																											
743950																																																											
744854																																																											
745347																																																											
746157																																																											
746429																																																											
746755																																																											
746942																																																											
746979																																																											
747051																																																											
747257																																																											
748254																																																											
748357																																																											
748441																																																											
748964																																																											
749242													36050			36050																						0	36050	0	0	36050	0	266406	0	0	261395	0	0	749685									
749635																																																											
749840																																																											
749943																																																											
750051																																																											
750127																																																											
750341																																																											
750444																																																											
750846																																																											
751254																																																											
751656																																						0	0	0	0	0	0	0	0	0	0	0	0	672006									
751852																																																											
752831																																																											
753052																																																											
753324																																																											
753641																																																											
753856																																																											
754068																																																											
754246																																																											
754536																																																											
754826																																																											
754853																																																											
754929																																						0	0	0	0	0	0	0	0	0	0	0	0	605196									
755252																																																											
755421																																																											
755458																																																											
756343																																																											
756848																																																											
757377																																																											
757452																																																											
757779																																																											
758703													40301			40301																						0	40301	0	0	40301	0	0	0	0	0	0	0	600523									
758842																																																											
758851																																																											
759045																																																											
759625																																																											
760210																																																											
760331																																																											
760340																																																											
760434																																																											
760649																																																											
760854																																																											
760939																																																											
760957																																																											
761244																																																											
761459																																																											
761543																																																											
761806																							11750				11750											0	11750	46624	0	46624	11750	496	0	0	360	0	0	7808874	Rabbi Trust	Alternative Investments				Contingence Liability			
761833																																																											
761851																																																											
761954																																																											
762045																																																											
762447													2331			2331																						0	2331	0	0	2331	0	0	0	0	0	0	0	1114267									
762474																																																											
762773																																																											
763211																																																											
763677																																																											
763930																																																											
764030													24			24																						0	24	0	0	24	0	569477	0	0	559626	0	0	1535425									
764058																																																											
764067																																																											
764142																																																											
764151																																																											
764816																																																											
765318																																																											
765354																																																											
765505													2518			2518																						0	2518	0	0	2518	0	0	0	0	0	0	0	201777									
765662																																																											
765877																																																											
766052																																																											
766164		2789																																				3877	0	0	0	0	0	1051	0	0	1051	0	0	344083	Indemnification Asset	Revenue Share Asset							
767152																																																											
767246																																																											
767255																																																											
767554																																																											
767572																																																											
767611																																																											
767732																																																											
767974																																																											
768074																																																											
768458																																																											
768476																																																											
768953																																																											
769156																																																											
769334																																																											
770451																																																											
770545																																																											
770639																																																											
770657																																																											
770853																																																											
771047																																																											
771140																		1010			1010																	2076	1010	0	0	1010	0	0	0	0	0	0	0	368312	Derivative Assets				Derivative Liabilities				
771458																																																											
771609																																																											
771748																																																											
771878																																																											
772008																																																											
772446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
772754																																																											
773032																																																											
773171																																																											
773247													8192			8192																						0	8192	0	0	8192	0	5555	0	0	5304	0	0	1099654									
773443																																																											
773470																																																											
773742																																																											
774132																																																											
774235																																																											
774253																																																											
774347																																																											
775054																																																											
775241																																																											
775456																																																											
775773																																																											
776369																																																											
776547																																																											
777254																																																											
777366																																																											
777441																																																											
777870																																																											
778738																																																											
779016																																																											
779351																																																											
779360																																																											
779641																																																											
779650																																																											
779968																																																											
780049																																																											
780218																																																											
780263																																																											
780722																																						0	0	0	0	0	0	0	0	0	0	0	0	109978									
780955																																																											
782016																																																											
782306																																						0	0	0	0	0	0	0	0	0	0	0	0	327586									
782548																																																											
783161																																																											
783246																																																											
783349																																																											
783648													95997			95997																						0	96004	0	0	96000	4	0	0	0	0	0	0	1305585									
783844																																						0	0	0	0	0	0	0	0	0	0	0	0	224934									
783910																																																											
784159																																																											
784430																																																											
785147																																																											
785473																																						0	0	0	0	0	0	0	0	0	0	0	0	238274									
785857																																																											
785923																																																											
785950																																																											
786210																																																											
786256																																																											
786555																																																											
786612																																						0	0	0	0	0	0	0	0	0	0	0	0	208360									
786733																																																											
786948																																																											
787141																																																											
787459																																																											
787842																																																											
788559																																																											
788652																																																											
788773																																																											
789051																																																											
790150																																																											
790271																																																											
790543																																																											
790703																																																											
790918																																																											
791072																																																											
791353																																																											
791821																																																											
791942																																																											
792453																																																											
792640																																																											
792659																																																											
794149																																																											
794345																																																											
794475																																																											
